"applicationdate","creationdate","status","id","applicationno","tenantid","edcrnumber","status-2","landid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime","approvalno","approvaldate","applicationdate-2","businessservice","accountid","reworkhistory","isrevisionapplication"
"24-06-2022","21-06-2022","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","b809d0ec-edec-4240-a3fc-cd9f89dec888","BP-SNG-2022-06-21-004944","od.sundargarh","DCR62022ZMQFS","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","3f03ca54-a96f-475b-849c-9de6f7f29f7d","null","3a90a19d-83b7-4bdc-8a02-1f56b32620d5","3a90a19d-83b7-4bdc-8a02-1f56b32620d5",1655791985360,1658056717348,NULL,0,1656079448144,"BPA1","3a90a19d-83b7-4bdc-8a02-1f56b32620d5","null",NULL
"21-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","23182011-c839-414f-b574-a6e167726952","BP-BDA-2022-06-21-004945","od.bhubaneswardevelopmentauthority","DCR62022TXOJ9","FIELDINSPECTION_INPROGRESS","966de64b-a79b-42d5-ab22-6e4d198f3ed5","null","82e80b79-dba4-48dd-8282-59a989037a37","82e80b79-dba4-48dd-8282-59a989037a37",1655792608225,1656742036430,NULL,0,1655821111992,"BPA2","82e80b79-dba4-48dd-8282-59a989037a37","null",NULL
"29-06-2022","21-06-2022","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","74b61f30-f2ff-4a13-9f07-59c9bb796170","BP-SMB-2022-06-21-004953","od.sambalpur","DCR62022YLGKZ","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","ad47d9d7-66b7-4d2a-b056-b45963033b65","null","7453422b-145b-49bc-b519-3e0dd096cbf4","7453422b-145b-49bc-b519-3e0dd096cbf4",1655795512612,1658996277847,NULL,0,1656487364932,"BPA1","7453422b-145b-49bc-b519-3e0dd096cbf4","null",NULL
"01-01-1970","21-06-2022","REJECTED","3994b0ac-1524-4864-94a1-ddfe99aaec82","BP-RRK-2022-06-21-004955","od.rourkela","DCR62022TUAJZ","REJECTED","01860ea0-bb36-4a2d-8dec-bc358080c546","{""fieldinspection_pending"": [{""date"": ""2022-06-25"", ""docs"": [{""fileName"": ""DA1.jpg"", ""fileStore"": ""ac098a39-e541-48b0-9dd3-834dff396fbe"", ""fileStoreId"": ""ac098a39-e541-48b0-9dd3-834dff396fbe"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584421457}}, {""fileName"": ""DA2.jpg"", ""fileStore"": ""1e5e7da6-3cde-413a-840f-e0cef51656b6"", ""fileStoreId"": ""1e5e7da6-3cde-413a-840f-e0cef51656b6"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584428361}}, {""fileName"": ""north.jpeg"", ""fileStore"": ""bd24483b-b69a-426d-8f4c-2bc507f46cdd"", ""fileStoreId"": ""bd24483b-b69a-426d-8f4c-2bc507f46cdd"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584435725}}, {""fileName"": ""south.jpeg"", ""fileStore"": ""bd5e2374-5ca3-4786-b91e-d2b250520596"", ""fileStoreId"": ""bd5e2374-5ca3-4786-b91e-d2b250520596"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584442308}}, {""fileName"": ""east.jpeg"", ""fileStore"": ""9c875ef8-1fbe-4dbd-82fe-62d55b35d710"", ""fileStoreId"": ""9c875ef8-1fbe-4dbd-82fe-62d55b35d710"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584484694}}, {""fileName"": ""west.jpeg"", ""fileStore"": ""66aa5aeb-3bc3-4543-87f8-c75fc5ede36b"", ""fileStoreId"": ""66aa5aeb-3bc3-4543-87f8-c75fc5ede36b"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1656584491997}}], ""time"": ""10:00"", ""questions"": [{""value"": ""YES"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}]}","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda",1655799962755,1658906706432,NULL,0,0,"BPA2","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda","null",NULL
"21-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","8f0d7e0e-e635-4e4a-9528-be4714f5510b","BP-BMC-2022-06-21-004957","od.bhubaneswar","DCR620229ZZLM","FIELDINSPECTION_INPROGRESS","9d261b78-8d3f-4f2d-ab10-231779e29af7","null","82e80b79-dba4-48dd-8282-59a989037a37","82e80b79-dba4-48dd-8282-59a989037a37",1655801050694,1657261891885,NULL,0,1655823332314,"BPA4","82e80b79-dba4-48dd-8282-59a989037a37","null",NULL
"24-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","45dd1119-f3f2-4f69-8890-6683a462b2e1","BP-BMC-2022-06-21-004960","od.bhubaneswar","DCR62022OUS57","FIELDINSPECTION_INPROGRESS","8ff0af49-a45b-448e-b5f9-8a292c32b38e","null","0ab33c0f-8b61-47c1-8ac0-72087784baef","0ab33c0f-8b61-47c1-8ac0-72087784baef",1655808626656,1657262002783,NULL,0,1656078071159,"BPA1","0ab33c0f-8b61-47c1-8ac0-72087784baef","null",NULL
"22-06-2022","21-06-2022","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","7d2e2b2a-4748-4b76-a105-da7843262302","BP-RDA-2022-06-21-004963","od.rourkeladevelopmentauthority","DCR62022WCQE8","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","674927f1-aa7b-4a5c-94a1-62ebe692e9ca","{""serviceType"": ""NEW_CONSTRUCTION"", ""applicationType"": ""BUILDING_PLAN_SCRUTINY"", ""registrationDetails"": ""ROR""}","c03bf043-7a29-4b74-b4de-6d3a2047ada6","c03bf043-7a29-4b74-b4de-6d3a2047ada6",1655811480433,1656502272033,NULL,0,1655877821225,"BPA2","c03bf043-7a29-4b74-b4de-6d3a2047ada6","null",NULL
"24-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","cc79baa1-6a10-4af5-a887-83be38020a40","BP-BDA-2022-06-21-004968","od.bhubaneswardevelopmentauthority","DCR62022RKLQP","FIELDINSPECTION_INPROGRESS","ee8eaae2-dd28-4490-ba26-bdc37f80d4b6","{""remarks"": ""OK"", ""serviceType"": ""NEW_CONSTRUCTION"", ""applicationType"": ""BUILDING_PLAN_SCRUTINY""}","de3477e2-6c7d-49a3-b10c-80ee9660d27a","de3477e2-6c7d-49a3-b10c-80ee9660d27a",1655813450570,1656415949050,NULL,0,1656067453343,"BPA2","de3477e2-6c7d-49a3-b10c-80ee9660d27a",NULL,NULL
"22-06-2022","21-06-2022","APPROVAL_INPROGRESS","e2203950-4c46-432e-bbd9-cef76ca0be49","BP-BMC-2022-06-21-004970","od.bhubaneswar","DCR62022TOJ56","APPROVAL_INPROGRESS","4997cddd-c10f-41f4-9101-9f342d9efd1b","{""fieldinspection_pending"": [{""date"": ""2022-08-17"", ""docs"": [{""fileName"": ""004970.pdf"", ""fileStore"": ""1a8500f2-54b2-41ae-87c8-0c205d3386fd"", ""fileStoreId"": ""1a8500f2-54b2-41ae-87c8-0c205d3386fd"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1660735728108}}, {""fileName"": ""IMG-20220816-WA0026.jpg"", ""fileStore"": ""c6d4e299-6082-4cd5-a819-44cf8dcbee80"", ""fileStoreId"": ""c6d4e299-6082-4cd5-a819-44cf8dcbee80"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1660735769747}}, {""fileName"": ""IMG-20220816-WA0027.jpg"", ""fileStore"": ""1243d0da-65c1-430f-9453-e689ef313df9"", ""fileStoreId"": ""1243d0da-65c1-430f-9453-e689ef313df9"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1660735789379}}, {""fileName"": ""IMG-20220816-WA0025.jpg"", ""fileStore"": ""f9102453-8b6f-47e5-982d-6aabf390b1d0"", ""fileStoreId"": ""f9102453-8b6f-47e5-982d-6aabf390b1d0"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1660735810988}}, {""fileName"": ""IMG-20220816-WA0028.jpg"", ""fileStore"": ""9f3e2370-19ed-4708-887e-9c6b84fb1789"", ""fileStoreId"": ""9f3e2370-19ed-4708-887e-9c6b84fb1789"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1660735835798}}], ""time"": ""02:15"", ""questions"": [{""value"": ""NO"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}]}","d56696e8-d67a-4eb9-997a-317a95323a7f","d56696e8-d67a-4eb9-997a-317a95323a7f",1655815497109,1660735846211,NULL,0,1655883374233,"BPA1","d56696e8-d67a-4eb9-997a-317a95323a7f","null",False
"13-07-2022","21-06-2022","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","127cd891-d48b-48c6-93a7-dd21f9e0669b","BP-SMB-2022-06-21-004971","od.sambalpur","DCR220220DWLO","CITIZEN_ACTION_PENDING_AT_DOC_VERIF","e134250c-9fd1-4bd3-b8aa-c6162b4a35e9","null","8a0fa076-5039-49b9-a367-133b4181fffe","8a0fa076-5039-49b9-a367-133b4181fffe",1655815559065,1660718016469,NULL,0,1657715273634,"BPA1","8a0fa076-5039-49b9-a367-133b4181fffe","null",False
"22-07-2022","21-06-2022","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF","227a2d9e-19ab-421f-830f-aa5654b0cbf1","BP-BMC-2022-06-21-004973","od.bhubaneswar","DCR62022WSFTZ","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF","26a5d1fb-635e-4f99-8b93-ac0fb518a5d6","{""fieldinspection_pending"": [{""date"": ""2022-07-22"", ""docs"": [{""fileName"": ""S.4973.pdf"", ""fileStore"": ""8dc89b6f-ee16-464a-a210-b1087fcbdacf"", ""fileStoreId"": ""8dc89b6f-ee16-464a-a210-b1087fcbdacf"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658500009664}}, {""fileName"": ""1655734163432SITE.jpg"", ""fileStore"": ""18339ca0-7098-4966-bf8c-7ae734b03029"", ""fileStoreId"": ""18339ca0-7098-4966-bf8c-7ae734b03029"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658500032276}}, {""fileName"": ""1655734163432SITE.jpg"", ""fileStore"": ""602c8a2f-b6c8-4c1f-acac-514bb4d045ec"", ""fileStoreId"": ""602c8a2f-b6c8-4c1f-acac-514bb4d045ec"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658500046336}}, {""fileName"": ""1655734163432SITE.jpg"", ""fileStore"": ""998bcb38-3147-47fe-8e2f-8e3021534cad"", ""fileStoreId"": ""998bcb38-3147-47fe-8e2f-8e3021534cad"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658500056457}}, {""fileName"": ""1655734163432SITE.jpg"", ""fileStore"": ""fadc0b21-30ad-4fc5-be00-a476c48514cf"", ""fileStoreId"": ""fadc0b21-30ad-4fc5-be00-a476c48514cf"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658500080855}}], ""time"": ""03:00"", ""questions"": [{""value"": ""YES"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}]}","a7618a56-897b-4ad2-bf40-f05fef5fa685","a7618a56-897b-4ad2-bf40-f05fef5fa685",1655819357906,1659510152026,NULL,0,1658490811729,"BPA2","a7618a56-897b-4ad2-bf40-f05fef5fa685","null",False
"24-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","d7b3a76f-a6e5-4a98-a2d7-f408cb69499b","BP-BMC-2022-06-21-004974","od.bhubaneswar","DCR62022DRLCT","FIELDINSPECTION_INPROGRESS","0b34b04d-f2c3-408f-a990-7ea05c33aff1","{""remarks"": ""ok for approval process"", ""serviceType"": ""NEW_CONSTRUCTION"", ""applicationType"": ""BUILDING_PLAN_SCRUTINY""}","204dde8c-9095-4265-ae2c-560f2bccfff8","204dde8c-9095-4265-ae2c-560f2bccfff8",1655826897300,1657262204145,NULL,0,1656046457338,"BPA1","204dde8c-9095-4265-ae2c-560f2bccfff8","null",NULL
"21-06-2022","21-06-2022","APPROVED","0abd1f8c-fefe-4622-acc7-ad3606f8dd5b","BP-CTC-2022-06-21-004977","od.cuttack","DCR62022I3K2M","APPROVED","ae1e5c9e-acc8-45de-a1f6-d5a8ea807119","{""fieldinspection_pending"": [{""date"": ""2022-06-22"", ""docs"": [{""fileName"": ""WhatsApp Image 2022-06-22 at 1.30.27 PM.jpeg"", ""fileStore"": ""dba53d85-ecf3-4e6f-a26d-53349553ea5a"", ""fileStoreId"": ""dba53d85-ecf3-4e6f-a26d-53349553ea5a"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885070676}}, {""fileName"": ""WhatsApp Image 2022-06-22 at 1.30.27 PM (1).jpeg"", ""fileStore"": ""f4dc065f-22ca-4bdc-abb7-01d4b94eb6b4"", ""fileStoreId"": ""f4dc065f-22ca-4bdc-abb7-01d4b94eb6b4"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885070824}}, {""fileName"": ""WhatsApp Image 2022-06-22 at 1.15.50 PM.jpeg"", ""fileStore"": ""9cf37ced-b37d-49b7-9529-f129357cbec2"", ""fileStoreId"": ""9cf37ced-b37d-49b7-9529-f129357cbec2"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885079918}}, {""fileName"": ""WhatsApp Image 2022-06-22 at 1.15.49 PM (1).jpeg"", ""fileStore"": ""403cad88-4b04-476d-a48e-590350016d89"", ""fileStoreId"": ""403cad88-4b04-476d-a48e-590350016d89"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885084075}}, {""fileName"": ""WhatsApp Image 2022-06-22 at 1.15.49 PM.jpeg"", ""fileStore"": ""0dfe2af8-b0c6-4afd-8d9b-ab397467a3b2"", ""fileStoreId"": ""0dfe2af8-b0c6-4afd-8d9b-ab397467a3b2"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885087108}}, {""fileName"": ""WhatsApp Image 2022-06-22 at 1.15.48 PM.jpeg"", ""fileStore"": ""3304ab7a-7b0c-46fa-8441-14a4e570833b"", ""fileStoreId"": ""3304ab7a-7b0c-46fa-8441-14a4e570833b"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1655885090620}}], ""time"": ""10:04"", ""questions"": [{""value"": ""YES"", ""remarks"": ""all ok"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}]}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1655829352413,1655885245186,"BP/CTC/000277",0,1655831748459,"BPA1","616634c8-43b8-423b-a9cc-9173b68a13f3","null",NULL
"22-06-2022","21-06-2022","FIELDINSPECTION_INPROGRESS","b5527c24-b82a-4c86-bf55-c45c7894ac81","BP-BMC-2022-06-21-004979","od.bhubaneswar","DCR620228HOWY","FIELDINSPECTION_INPROGRESS","6bd4f471-20c7-4c25-9556-e735a65cda4f","{""remarks"": ""ok"", ""serviceType"": ""NEW_CONSTRUCTION"", ""applicationType"": ""BUILDING_PLAN_SCRUTINY""}","50c60c54-9b8d-4460-b5a6-2184b9851d95","50c60c54-9b8d-4460-b5a6-2184b9851d95",1655833913205,1655967107158,NULL,0,1655863089466,"BPA2","50c60c54-9b8d-4460-b5a6-2184b9851d95",NULL,NULL
"23-06-2022","22-06-2022","FIELDINSPECTION_INPROGRESS","d75d3f61-77b8-4890-a33d-d3d1f834120e","BP-BMC-2022-06-22-004980","od.bhubaneswar","DCR62022PBG0R","FIELDINSPECTION_INPROGRESS","7cb9da73-6f22-437f-80e6-15fffe0195d3","{""remarks"": ""OK"", ""serviceType"": ""NEW_CONSTRUCTION"", ""applicationType"": ""BUILDING_PLAN_SCRUTINY""}","db4b2819-6313-4e86-b12c-4c1e4f42debe","db4b2819-6313-4e86-b12c-4c1e4f42debe",1655867655924,1657262325049,NULL,0,1655989052422,"BPA2","db4b2819-6313-4e86-b12c-4c1e4f42debe","null",NULL
"11-07-2022","22-06-2022","APPROVAL_INPROGRESS","203c535a-c8f9-4268-9b0e-4a7610b9027d","BP-BED-2022-06-22-004982","od.berhampurdevelopmentauthority","DCR62022CHW08","APPROVAL_INPROGRESS","2641bd3f-0e72-45fb-a1ea-9d973c573400","{""fieldinspection_pending"": [{""date"": ""2022-07-12"", ""docs"": [{""fileName"": ""BP-BED-2022-06-22-004982.pdf"", ""fileStore"": ""40d2717e-f8ef-4391-9282-4a0619e49c0b"", ""fileStoreId"": ""40d2717e-f8ef-4391-9282-4a0619e49c0b"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1657604771654}}, {""fileName"": ""BP-BED-2022-06-22-004982.pdf"", ""fileStore"": ""e0458356-0ac4-4fec-ab0a-f507748d6c38"", ""fileStoreId"": ""e0458356-0ac4-4fec-ab0a-f507748d6c38"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1657604785457}}, {""fileName"": ""BP-BED-2022-06-22-004982.pdf"", ""fileStore"": ""77ef1d8b-0c13-47f1-97d9-367b1264774b"", ""fileStoreId"": ""77ef1d8b-0c13-47f1-97d9-367b1264774b"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1657604793750}}, {""fileName"": ""BP-BED-2022-06-22-004982.pdf"", ""fileStore"": ""a8ca85e9-6cd7-4967-8270-b4ce0e080bb6"", ""fileStoreId"": ""a8ca85e9-6cd7-4967-8270-b4ce0e080bb6"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1657604802404}}, {""fileName"": ""BP-BED-2022-06-22-004982.pdf"", ""fileStore"": ""6857896d-c2e3-4fbd-982f-761fa555d9c3"", ""fileStoreId"": ""6857896d-c2e3-4fbd-982f-761fa555d9c3"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1657604811179}}], ""time"": ""11:00"", ""questions"": [{""value"": ""YES"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}]}","9c00d59a-d3ef-4671-9885-24d549d99639","9c00d59a-d3ef-4671-9885-24d549d99639",1655870297284,1660118785812,NULL,0,1657520772694,"BPA1","9c00d59a-d3ef-4671-9885-24d549d99639","null",False
"01-01-1970","22-06-2022","INITIATED","324bac88-5f7f-4d89-9335-10f56cac7156","BP-BDA-2022-06-22-004986","od.bhubaneswardevelopmentauthority","DCR62022LEI4U","INITIATED","b19e0722-8fe4-4a52-bf6f-cc2e7bfb1156","null","d79b7c4e-cec9-444b-94c1-e03f9fea6738","d79b7c4e-cec9-444b-94c1-e03f9fea6738",1655874381866,1655883149136,NULL,0,0,"BPA1","d79b7c4e-cec9-444b-94c1-e03f9fea6738","null",NULL
"22-06-2022","22-06-2022","PENDING_SANC_FEE_PAYMENT","c6349bda-24c5-471c-b528-07135beef689","BP-BAM-2022-06-22-004994","od.berhampur","DCR62022MBJ7G","PENDING_SANC_FEE_PAYMENT","cddb5f04-41ff-4048-9074-cf0e8442fcbf","{""sanctionFeeCardEnabled"": true, ""fieldinspection_pending"": [{""date"": ""2022-07-18"", ""docs"": [{""fileName"": ""IMG_0003.jpg"", ""fileStore"": ""87c2077f-4bce-4aa7-8d53-d70bf6120d38"", ""fileStoreId"": ""87c2077f-4bce-4aa7-8d53-d70bf6120d38"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.FIR.FIR""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240249316}}, {""fileName"": ""IMG_0002.jpg"", ""fileStore"": ""009b598c-7c50-491f-989b-d3fafbdcb5a0"", ""fileStoreId"": ""009b598c-7c50-491f-989b-d3fafbdcb5a0"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.SINS.SINS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240249468}}, {""fileName"": ""IMG_0001.jpg"", ""fileStore"": ""ee063501-0d67-497a-bffd-4fae3d110691"", ""fileStoreId"": ""ee063501-0d67-497a-bffd-4fae3d110691"", ""isClickable"": true, ""documentType"": ""FI.FIR.FIR"", ""dropDownValues"": {""value"": ""FI.SISS.SISS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240249733}}, {""fileName"": ""north.jpg"", ""fileStore"": ""b7d22746-c56c-4ee9-885e-cc34d7c6ba69"", ""fileStoreId"": ""b7d22746-c56c-4ee9-885e-cc34d7c6ba69"", ""isClickable"": true, ""documentType"": ""FI.SINS.SINS"", ""dropDownValues"": {""value"": ""FI.SIES.SIES""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240254262}}, {""fileName"": ""south.jpg"", ""fileStore"": ""68a5cd4d-49f0-4fde-9ad6-f8d573b2897e"", ""fileStoreId"": ""68a5cd4d-49f0-4fde-9ad6-f8d573b2897e"", ""isClickable"": true, ""documentType"": ""FI.SISS.SISS"", ""dropDownValues"": {""value"": ""FI.SIWS.SIWS""}, ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240257327}}, {""fileName"": ""east.jpg"", ""fileStore"": ""9efe0731-f1a8-4fc3-a174-57be781c2b89"", ""fileStoreId"": ""9efe0731-f1a8-4fc3-a174-57be781c2b89"", ""isClickable"": true, ""documentType"": ""FI.SIES.SIES"", ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240260774}}, {""fileName"": ""west.jpg"", ""fileStore"": ""54ad6e89-4629-4868-b8d3-8202f31ecb95"", ""fileStoreId"": ""54ad6e89-4629-4868-b8d3-8202f31ecb95"", ""isClickable"": true, ""documentType"": ""FI.SIWS.SIWS"", ""additionalDetails"": {""uploadedBy"": ""BPA Field Inspector"", ""uploadedTime"": 1658240265713}}], ""time"": ""16:04"", ""questions"": [{""value"": ""YES"", ""question"": ""PLAN_AS_PER_THE_SITE""}]}], ""sanctionFeeAdjustmentAmount"": ""33816"", ""modificationReasonSanctionFeeAdjustmentAmount"": ""Land compounding fees""}","f1a434a0-8a91-4e6f-95f1-699260b1a554","f1a434a0-8a91-4e6f-95f1-699260b1a554",1655878079617,1659011609848,NULL,0,1655881813673,"BPA1","f1a434a0-8a91-4e6f-95f1-699260b1a554","null",NULL
